"main","pairing"
"GREENS, COLLARD","salt"
"GREENS, COLLARD","salt pork"
"GREENS, COLLARD","soul food cuisine"
"GREENS, COLLARD","Southern cuisine (American)"
"GREENS, COLLARD","tomatoes"
"GREENS, COLLARD","vinegar, cider"
"GREENS, DANDELION","Season: late spring–early autumn"
"GREENS, DANDELION","Taste: bitter"
"GREENS, DANDELION","Weight: medium"
"GREENS, DANDELION","Volume: moderate"
"GREENS, DANDELION","Techniques: raw, sauté, steam"
"GREENS, DANDELION","anchovies"
"GREENS, DANDELION","bacon"
"GREENS, DANDELION","garlic"
"GREENS, DANDELION","mustard, Dijon"
"GREENS, DANDELION","oil, peanut"
"GREENS, DANDELION","onions"
"GREENS, DANDELION","pepper, ground"
"GREENS, DANDELION","salads"
"GREENS, DANDELION","salt"
"GREENS, DANDELION","vinegar"
"GREENS, MUSTARD","Season: winter–spring"
"GREENS, MUSTARD","Taste: bitter"
"GREENS, MUSTARD","Weight: medium–heavy"
"GREENS, MUSTARD","Volume: moderate–loud"
"GREENS, MUSTARD","Techniques: boil, braise, grill, stew, wilt"
"GREENS, MUSTARD","Asian cuisine"
"GREENS, MUSTARD","bacon"
"GREENS, MUSTARD","black-eyed peas"
"GREENS, MUSTARD","Chinese cuisine"
"GREENS, MUSTARD","ham hocks"
"GREENS, MUSTARD","oil, sesame"
"GREENS, MUSTARD","olive oil"
"GREENS, MUSTARD","onions"
"GREENS, MUSTARD","prosciutto"
"GREENS, MUSTARD","salads"
"GREENS, MUSTARD","Southern cuisine (American)"
"GREENS, MUSTARD","soy sauce"
"GREENS, MUSTARD","Flavor Affinities"
"GREENS, MUSTARD","mustard greens + bacon + onions"
"GREENS, MUSTARD","mustard greens + garlic + olive oil + prosciutto"
"GREENS, MUSTARD","mustard greens + sesame oil + soy sauce"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","Season: late spring"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","bacon"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","cheese"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","croutons"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","fruit: apples, pears"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","garlic"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","olive oil"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","pepper, black"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","salt"
"GREENS, SALAD (See also Lettuce, Sorrel, Watercress, etc.)","vinegar: red wine, sherry"
"GREENS, TURNIP","Season: autumn–winter"
"GREENS, TURNIP","Techniques: boil, braise"
"GREENS, TURNIP","bacon"
"GREENS, TURNIP","black-eyed peas"
"GREENS, TURNIP","eggs"
"GREENS, TURNIP","ham hocks"
"GREENS, TURNIP","onions"
"GRILLED DISHES","artichokes"
"GRILLED DISHES","asparagus"
"GRILLED DISHES","bell peppers"
"GRILLED DISHES","chicken"
"GRILLED DISHES","corn, esp. on the cob"
"GRILLED DISHES","eggplant"
"GRILLED DISHES","endive"
"GRILLED DISHES","fennel"
"GRILLED DISHES","fish, whole"
"GRILLED DISHES","garlic"
"GRILLED DISHES","hamburgers"
"GRILLED DISHES","hot dogs"
"GRILLED DISHES","lamb: butterflied, chops"
"GRILLED DISHES","lobster"
"GRILLED DISHES","mushrooms"
"GRILLED DISHES","onions"
"GRILLED DISHES","pineapple"
"GRILLED DISHES","pork: chops, loin"
"GRILLED DISHES","salmon"
"GRILLED DISHES","sausages"
"GRILLED DISHES","shrimp, esp. skewered"
"GRILLED DISHES","squash, summer"
"GRILLED DISHES","steaks"
"GRILLED DISHES","swordfish"
"GRILLED DISHES","tomatoes"
"GRILLED DISHES","tuna"
"GRILLED DISHES","turkey: breasts"
"GRILLED DISHES","veal: chops, steaks"
"GRILLED DISHES","zucchini"
"GRITS","Techniques: simmer"
"GRITS","cheese: cheddar, Parmesan"
"GRITS","corn"
"GRITS","cream"
"GRITS","garlic"
"GRITS","mascarpone"
"GRITS","nutmeg"
"GRITS","pepper, black"
"GRITS","salt"
"GRITS","sausage, andouille"
"GRITS","shrimp"
"GRITS","Southern cuisine (American)"
"GROUPER","Season: spring"
"GROUPER","Weight: medium"
"GROUPER","Volume: quiet"
"GROUPER","Techniques: bake, braise, broil, deep-fry, grill, poach, roast, sauté, steam, stir-fry"
"GROUPER","almonds"
"GROUPER","anchovies"
"GROUPER","artichokes"
"GROUPER","bacon"
"GROUPER","bay leaf"
"GROUPER","bell peppers, red"
"GROUPER","bok choy"
"GROUPER","butter"
"GROUPER","capers"
"GROUPER","carrots"
"GROUPER","cayenne"
"GROUPER","celery"
"GROUPER","cheese, Asiago"
"GROUPER","chervil"
"GROUPER","chile peppers, Anaheim"
"GROUPER","chili sauce"
"GROUPER","cucumber"
"GROUPER","endive"
"GROUPER","garlic"
"GROUPER","ginger"
"GROUPER","lemon, juice"
"GROUPER","lime, juice"
"GROUPER","Mediterranean cuisine"
"GROUPER","mushrooms, porcini"
"GROUPER","oil: corn, sesame, vegetable"
"GROUPER","olive oil"
"GROUPER","olives, picholine"
"GROUPER","onions, white"
"GROUPER","oyster sauce"
"GROUPER","parsley, flat-leaf"
"GROUPER","pepper: black, white"
"GROUPER","port"
"GROUPER","rosemary"
"GROUPER","sage"
"GROUPER","salt, sea"
"GROUPER","sesame, seeds"
"GROUPER","shallots"
"GROUPER","soy sauce"
"GROUPER","stocks: chicken, fish, pork"
"GROUPER","tarragon"
"GROUPER","thyme"
"GROUPER","tomatoes"
"GROUPER","vermouth, dry"
"GROUPER","vinegar: balsamic, sherry"
"GROUPER","wine: red, white"
"GROUPER","zucchini"
"GUAVAS","Season: summer–autumn"
"GUAVAS","Taste: sweet"
"GUAVAS","Weight: medium"
"GUAVAS","Volume: moderate"
"GUAVAS","Techniques: bake, juice, poach"
"GUAVAS","BANANAS"
"GUAVAS","cashews"
"GUAVAS","cheese"
"GUAVAS","chocolate, white"
"GUAVAS","coconut"
"GUAVAS","cream"
"GUAVAS","cream cheese"
"GUAVAS","curry powder"
"GUAVAS","ginger"
"GUAVAS","ham"
"GUAVAS","honey"
"GUAVAS","lemon"
"GUAVAS","lime, juice"
"GUAVAS","macadamia nuts"
"GUAVAS","mascarpone"
"GUAVAS","oil, vegetable"
"GUAVAS","onions, yellow"
"GUAVAS","orange"
"GUAVAS","passion fruit"
"GUAVAS","pineapple"
"GUAVAS","pork"
"GUAVAS","poultry"
"GUAVAS","raisins"
"GUAVAS","rum"
"GUAVAS","salads, fruit"
"GUAVAS","sauces"
"GUAVAS","strawberries"
"GUAVAS","sugar: brown, white"
"GUAVAS","vanilla"
"GUAVAS","vinegar, white"
"HALIBUT","Season: spring–summer"
"HALIBUT","Weight: medium"
"HALIBUT","Volume: quiet"
"HALIBUT","Techniques: bake, braise, broil, grill, pan roast, poach, roast, sauté, steam"
"HALIBUT","aioli"
"HALIBUT","almonds"
"HALIBUT","anchovies"
"HALIBUT","apples: cider, fruit, juice"
"HALIBUT","artichokes"
"HALIBUT","arugula"
"HALIBUT","asparagus"
"HALIBUT","bacon"
"HALIBUT","basil"
"HALIBUT","beans: black, fava, haricots verts"
"HALIBUT","bell peppers: red, yellow"
"HALIBUT","bok choy"
"HALIBUT","butter, unsalted"
"HALIBUT","capers"
"HALIBUT","cardamom"
"HALIBUT","carrots and carrot juice"
"HALIBUT","cayenne"
"HALIBUT","celery"
"HALIBUT","celery root"
"HALIBUT","chamomile"
"HALIBUT","chard"
"HALIBUT","chervil"
"HALIBUT","chicory"
"HALIBUT","chile peppers: dried red, fresh green"
"HALIBUT","chives"
"HALIBUT","cilantro"
"HALIBUT","clams"
"HALIBUT","coriander"
"HALIBUT","cornichons"
"HALIBUT","couscous"
"HALIBUT","cream"
"HALIBUT","cucumber"
"HALIBUT","cumin"
"HALIBUT","curry powder"
"HALIBUT","dill"
"HALIBUT","endive"
"HALIBUT","fennel"
"HALIBUT","fennel seeds"
"HALIBUT","fenugreek seeds"
"HALIBUT","frisée"
"HALIBUT","garam masala"
"HALIBUT","GARLIC"
"HALIBUT","ginger, ground"
"HALIBUT","grapefruit"
"HALIBUT","hazelnuts"
"HALIBUT","horseradish"
"HALIBUT","kohlrabi"
"HALIBUT","leeks"
"HALIBUT","LEMON: juice, preserved"
"HALIBUT","lemon balm"
"HALIBUT","lime, juice"
"HALIBUT","lovage"
"HALIBUT","mint"
"HALIBUT","mushrooms, esp. oyster, porcini, portobello, shiitake"
"HALIBUT","mussels"
"HALIBUT","mustard: Dijon, dry, grainy"
"HALIBUT","OIL: canola, grapeseed"
"HALIBUT","olive oil"
"HALIBUT","olives: black, niçoise"
"HALIBUT","onions, esp. pearl, red, spring"
"HALIBUT","paprika"
"HALIBUT","PARSLEY, flat-leaf"
"HALIBUT","parsnips"
"HALIBUT","pepper: black, white"
"HALIBUT","potatoes, esp. new (e.g., fried, mashed)"
"HALIBUT","pumpkin seeds"
"HALIBUT","red pepper flakes"
"HALIBUT","rhubarb"
"HALIBUT","rosemary"
"HALIBUT","saffron"
"HALIBUT","salt: kosher, sea"
"HALIBUT","savory"
"HALIBUT","scallions"
"HALIBUT","sesame seeds: black, white"
"HALIBUT","SHALLOTS"
"HALIBUT","sorrel"
"HALIBUT","spearmint"
"HALIBUT","spinach"
"HALIBUT","stocks: chicken, fish"
"HALIBUT","sugar"
"HALIBUT","tamarind"
"HALIBUT","tapanade"
"HALIBUT","tarragon"
"HALIBUT","thyme"
"HALIBUT","tomatoes and tomato sauce"
"HALIBUT","turmeric"
"HALIBUT","vinaigrette"
"HALIBUT","vinegar: balsamic, sherry"
"HALIBUT","walnuts"
"HALIBUT","watercress"
"HALIBUT","WINE: dry red, dry white (e.g., Chardonnay, Sauvignon Blanc), vermouth"
"HALIBUT","yogurt"
"HALIBUT","zucchini"
"HALIBUT","Flavor Affinities"
"HALIBUT","halibut + anchovies + black olives"
"HALIBUT","halibut + anchovies + garlic + lemon + sorrel"
"HALIBUT","halibut + apples + celery root + parsnips"
"HALIBUT","halibut + beets + blood orange + olive oil + sherry vinegar"
"HALIBUT","halibut + bok choy + sesame seeds"
"HALIBUT","halibut + chicory + grapefruit"
"HALIBUT","halibut + coriander + fennel + lemon"
"HALIBUT","halibut + garlic + lemon + sorrel"
"HALIBUT","halibut + scallions + white wine"
"HAM","Taste: salty"
"HAM","Weight: medium"
"HAM","Volume: moderate–loud (depending on smokiness)"
"HAM","Techniques: bake, sauté"
"HAM","allspice"
"HAM","apples and applesauce"
"HAM","arugula"
"HAM","bacon"
"HAM","bay leaf"
"HAM","breakfast / brunch"
"HAM","butter, unsalted"
"HAM","buttermilk"
"HAM","cayenne"
"HAM","CHEESE: cheddar, Emmental, Fontina, Gruyère, Jack, manchego, mozzarella, Parmesan, Swiss"
"HAM","chestnuts"
"HAM","chives"
"HAM","cinnamon"
"HAM","cloves"
"HAM","corn"
"HAM","cornmeal"
"HAM","French cuisine"
"HAM","eggs"
"HAM","garlic"
"HAM","greens"
"HAM","honey"
"HAM","Italian cuisine, esp. with prosciutto di Parma"
"HAM","macaroni"
"HAM","maple syrup"
"HAM","mushrooms"
"HAM","mustard, Dijon"
"HAM","nutmeg"
"HAM","olive oil"
"HAM","onions, red"
"HAM","orange, juice"
"HAM","parsley"
"HAM","pears"
"HAM","peas"
"HAM","pepper, black"
"HAM","pine nuts"
"HAM","potatoes"
"HAM","sage"
"HAM","sauce, Mornay"
"HAM","scallions"
"HAM","Southern cuisine (American)"
"HAM","soy sauce"
"HAM","spinach"
"HAM","stock, chicken"
"HAM","sugar: brown, white"
"HAM","sweet potatoes"
"HAM","tarragon"
"HAM","thyme"
"HAM","vinegar, balsamic"
"HAM","wine: dry sherry, Madeira red, white"
"HAM","Flavor Affinities"
"HAM","ham + cheese + mustard"
"HAM","ham + honey + soy sauce"
"HAM","ham + Jack cheese + greens + mushrooms"
"HAM","ham + mozzarella cheese + red onion"
"HAM, IBéRICO","cheese, pressed sheep's milk (e.g., manchego)"
"HAM, SERRANO","asparagus"
"HAM, SERRANO","beans, green"
"HAM, SERRANO","cheese, manchego"
"HAM, SERRANO","olive oil"
"HAM, SERRANO","peppers, piquillo"
"HAM, SERRANO","Spanish cuisine"
"HAM, SERRANO","tomatoes"
"HAZELNUTS","Taste: sweet, salty"
"HAZELNUTS","Weight: medium"
"HAZELNUTS","Volume: moderate–loud"
"HAZELNUTS","almonds"
"HAZELNUTS","apples"
"HAZELNUTS","apricots"
"HAZELNUTS","asparagus"
"HAZELNUTS","bananas"
"HAZELNUTS","beets"
"HAZELNUTS","berries"
"HAZELNUTS","butter, unsalted"
"HAZELNUTS","buttermilk"
"HAZELNUTS","caramel"
"HAZELNUTS","carrots"
"HAZELNUTS","cheese: feta, goat, Gruyère, ricotta, Taleggio"
"HAZELNUTS","cherries"
"HAZELNUTS","chestnuts"
"HAZELNUTS","CHOCOLATE, esp. dark or white"
"HAZELNUTS","cinnamon"
"HAZELNUTS","cocoa powder"
"HAZELNUTS","coffee / espresso"
"HAZELNUTS","cognac"
"HAZELNUTS","cranberries"
"HAZELNUTS","cream and ice cream"
"HAZELNUTS","cream cheese"
"HAZELNUTS","custard"
"HAZELNUTS","dates"
"HAZELNUTS","figs"
"HAZELNUTS","garlic"
"HAZELNUTS","ginger"
"HAZELNUTS","grapefruit"
"HAZELNUTS","grapes"
"HAZELNUTS","hazelnut oil"
"HAZELNUTS","honey"
"HAZELNUTS","Kirsch"
"HAZELNUTS","kiwi"
"HAZELNUTS","lemon"
"HAZELNUTS","liqueur: almond (e.g., amaretto), hazelnut (e.g., Frangelico), orange"
"HAZELNUTS","mango"
"HAZELNUTS","maple syrup"
"HAZELNUTS","mascarpone"
"HAZELNUTS","mint"
"HAZELNUTS","nectarines"
"HAZELNUTS","nutmeg"
"HAZELNUTS","oats"
"HAZELNUTS","orange: juice, zest"
"HAZELNUTS","pastries"
"HAZELNUTS","peaches"
"HAZELNUTS","pears"
"HAZELNUTS","pecans"
"HAZELNUTS","persimmons"
"HAZELNUTS","plums"
"HAZELNUTS","prunes"
"HAZELNUTS","pumpkin"
"HAZELNUTS","quail"
"HAZELNUTS","raisins"
"HAZELNUTS","raspberries"
"HAZELNUTS","rum"
"HAZELNUTS","sauces"
"HAZELNUTS","soups"
"HAZELNUTS","strawberries"
"HAZELNUTS","sugar: brown, confectioner's, granulated"
"HAZELNUTS","sweet potatoes"
"HAZELNUTS","tea"
"HAZELNUTS","VANILLA"
"HAZELNUTS","vegetables"
"HAZELNUTS","walnuts"
"HAZELNUTS","wine: red, sweet, white"
"HERBES DE PROVENCE","French cuisine, southern"
"HERBES DE PROVENCE","meats"
"HERBES DE PROVENCE","stews, esp. vegetable"
"HERBES DE PROVENCE","vegetables"
"HERBES DE PROVENCE","Flavor Affinities"
"HERBES DE PROVENCE","basil + fennel seeds + lavender + marjoram + rosemary + sage + summer savory + thyme"
"HONEY","Taste: sweet, astringent"
"HONEY","Function: heating"
"HONEY","Weight: medium–heavy"
"HONEY","Volume: moderate–loud"
"HONEY","almonds"
"HONEY","apples"
"HONEY","apricots"
"HONEY","baked goods (e.g., biscuits, breads)"
"HONEY","bananas"
"HONEY","brandy"
"HONEY","butter"
"HONEY","buttermilk"
"HONEY","carrots"
"HONEY","cheese: goat, ricotta, soft"
"HONEY","chestnuts"
"HONEY","chicken"
"HONEY","Chinese cuisine"
"HONEY","chocolate: dark, white"
"HONEY","cinnamon"
"HONEY","coconut"
"HONEY","coffee"
"HONEY","cognac"
"HONEY","CREAM AND ICE CREAM"
"HONEY","currants, red"
"HONEY","dates"
"HONEY","desserts"
"HONEY","duck"
"HONEY","figs, esp. dried"
"HONEY","fruit"
"HONEY","ginger"
"HONEY","grapefruit"
"HONEY","grapes"
"HONEY","Greek cuisine"
"HONEY","guava"
"HONEY","ham"
"HONEY","hazelnuts"
"HONEY","kiwi fruit"
"HONEY","kumquats"
"HONEY","lamb"
"HONEY","lavender"
"HONEY","LEMON: juice, zest"
"HONEY","LIME, juice"
"HONEY","liqueur, orange (e.g., Grand Marnier)"
"HONEY","lychees"
"HONEY","mascarpone"
"HONEY","melon"
"HONEY","Middle Eastern cuisines"
"HONEY","mint"
"HONEY","Moroccan cuisine"
"HONEY","mustard"
"HONEY","nutmeg"
"HONEY","NUTS"
"HONEY","oats"
"HONEY","ORANGE: juice, zest"
"HONEY","papaya"
"HONEY","pastries"
"HONEY","peaches"
"HONEY","peanuts"
"HONEY","pears"
"HONEY","pecans"
"HONEY","persimmons"
"HONEY","pineapple"
"HONEY","pine nuts"
"HONEY","pistachios"
"HONEY","plums"
"HONEY","pomegranate"
"HONEY","pork"
"HONEY","prunes"
"HONEY","pumpkin"
"HONEY","quince"
"HONEY","raisins"
"HONEY","raspberries"
"HONEY","red pepper flakes"
"HONEY","rhubarb"
"HONEY","rum"
"HONEY","sage"
"HONEY","sauces"
"HONEY","Southern cuisine"
"HONEY","soy sauce"
"HONEY","SUGAR: brown, white"
"HONEY","sweet potatoes"
"HONEY","tea"
"HONEY","tequila"
"HONEY","thyme"
"HONEY","Turkish cuisine"
"HONEY","VANILLA"
"HONEY","walnuts"
"HONEY","whiskey"
"HONEY","wine: red, white"
"HONEY","Flavor Affinities"
"HONEY","honey + almonds + chicken + pomegranate"
"HONEY","honey + bananas + lavender + pork"
"HONEY","honey + cream + pistachios"
"HONEY","honey + fruit + yogurt"
"HONEY, BLUEBERRY","cheese, esp. cheddar"
"HONEY, CHESTNUT","Taste: sweet-bitter"
"HONEY, CHESTNUT","cheese, esp. goat, ricotta, triple crème"
"HONEY, RASPBERRY","cheese, esp. cheddar"
"HONEYDEW","Season: midsummer"
"HONEYDEW","Taste: sweet"
"HONEYDEW","Weight: light–medium"
"HONEYDEW","Volume: moderate"
"HONEYDEW","basil"
"HONEYDEW","blackberries"
"HONEYDEW","cardamom"
"HONEYDEW","Champagne"
"HONEYDEW","chiles"
"HONEYDEW","coconut milk"
"HONEYDEW","coriander"
"HONEYDEW","cream"
"HONEYDEW","cumin"
"HONEYDEW","figs"
"HONEYDEW","ginger"
"HONEYDEW","grapefruit"
"HONEYDEW","honey"
"HONEYDEW","lemon, juice"
"HONEYDEW","lemon basil"
"HONEYDEW","lime"
"HONEYDEW","melon, cantaloupe"
"HONEYDEW","milk"
"HONEYDEW","mint"
"HONEYDEW","nectarines"
"HONEYDEW","peaches"
"HONEYDEW","red pepper flakes"
"HONEYDEW","pepper: black, white"
"HONEYDEW","prosciutto"
"HONEYDEW","ricotta cheese"
"HONEYDEW","salt"
"HONEYDEW","scallions"
"HONEYDEW","strawberries"
"HONEYDEW","sugar"
"HONEYDEW","tarragon"
"HONEYDEW","wine, sweet"
"HONEYDEW","yogurt"
"HONEYDEW","Flavor Affinities"
"HONEYDEW","honeydew melon + figs + mint + prosciutto"
"HORSERADISH","Season: spring–autumn"
"HORSERADISH","Taste: pungent, hot"
"HORSERADISH","Weight: light–medium"
"HORSERADISH","Volume: very loud"
"HORSERADISH","Tips: Use horseradish raw or add at end of cooking process. Heat diminishes the pungency of horseradish."
"HORSERADISH","apples, esp. Golden Delicious"
"HORSERADISH","apricots"
"HORSERADISH","Austrian cuisine"
"HORSERADISH","avocados"
"HORSERADISH","BEEF, ESP. CORNED OR ROAST"
"HORSERADISH","beets"
"HORSERADISH","celery"
"HORSERADISH","chicken"
"HORSERADISH","chives"
"HORSERADISH","cinnamon"
"HORSERADISH","cloves"
"HORSERADISH","corn"
"HORSERADISH","CREAM"
"HORSERADISH","cream cheese"
"HORSERADISH","crème fraîche"
"HORSERADISH","dill"
"HORSERADISH","Eastern European cuisine"
"HORSERADISH","eggs"
"HORSERADISH","fennel"
"HORSERADISH","fish, esp. oily, smoked"
"HORSERADISH","garlic"
"HORSERADISH","German cuisine"
"HORSERADISH","ham"
"HORSERADISH","ketchup"
"HORSERADISH","lemon, juice"
"HORSERADISH","lime, juice"
"HORSERADISH","lobster"
"HORSERADISH","mascarpone"
"HORSERADISH","mayonnaise"
"HORSERADISH","meats, esp. cold"
"HORSERADISH","mustard"
"HORSERADISH","olive oil"
"HORSERADISH","oxtails"
"HORSERADISH","oysters"
"HORSERADISH","parsley"
"HORSERADISH","pears"
"HORSERADISH","pepper, black"
"HORSERADISH","pork"
"HORSERADISH","potatoes"
"HORSERADISH","Russian cuisine"
"HORSERADISH","salads"
"HORSERADISH","salmon"
"HORSERADISH","salmon, smoked"
"HORSERADISH","salt: kosher, sea"
"HORSERADISH","sauces"
"HORSERADISH","sausage"
"HORSERADISH","shellfish"
"HORSERADISH","sour cream"
"HORSERADISH","steak"
"HORSERADISH","sugar"
"HORSERADISH","Tabasco sauce"
"HORSERADISH","tomatoes and tomato paste"
"HORSERADISH","trout"
"HORSERADISH","vinegar"
"HORSERADISH","walnuts"
"HORSERADISH","Worcestershire sauce"
"HORSERADISH","yogurt"
"HORSERADISH","Flavor Affinities"
"HORSERADISH","horseradish + apples + pork + sour cream"
"HORSERADISH","horseradish + beef + beets"
"HORSERADISH","horseradish + beets + cream cheese"
"HORSERADISH","horseradish + garlic + olive oil"
"HORSERADISH","horseradish + salt + vinegar"
"HORSERADISH","horseradish + seafood + tomatoes"
"HOTNESS (of indoor or outdoor temperature; see also","chilled dishes and beverages"
"HOTNESS (of indoor or outdoor temperature; see also","fish"
"HOTNESS (of indoor or outdoor temperature; see also","grilled dishes"
"HOTNESS (of indoor or outdoor temperature; see also","herbs, esp. cooling"
"HOTNESS (of indoor or outdoor temperature; see also","olive oil–based dishes"
"HOTNESS (of indoor or outdoor temperature; see also","raw dishes"
"HOTNESS (of indoor or outdoor temperature; see also","salads, esp. fruit, vegetable"
"HOTNESS (of indoor or outdoor temperature; see also","salsas, fresh"
"HOTNESS (of indoor or outdoor temperature; see also","seafood"
"HOTNESS (of indoor or outdoor temperature; see also","soups, cold"
"HOTNESS (of indoor or outdoor temperature; see also","vegetables, esp. green leafy"
"HUNGARIAN CUISINE","bacon"
"HUNGARIAN CUISINE","beef"
"HUNGARIAN CUISINE","bell peppers, green"
"HUNGARIAN CUISINE","caraway seeds"
"HUNGARIAN CUISINE","chile peppers"
"HUNGARIAN CUISINE","garlic"
"HUNGARIAN CUISINE","ham"
"HUNGARIAN CUISINE","lard"
"HUNGARIAN CUISINE","mushrooms"
"HUNGARIAN CUISINE","ONIONS"
"HUNGARIAN CUISINE","PAPRIKA"
"HUNGARIAN CUISINE","pork"
"HUNGARIAN CUISINE","pork fat"
"HUNGARIAN CUISINE","potatoes"
"HUNGARIAN CUISINE","sausage"
"HUNGARIAN CUISINE","SOUR CREAM"
"HUNGARIAN CUISINE","tomatoes"
"HUNGARIAN CUISINE","wheat"
"HUNGARIAN CUISINE","wine, esp. Tokaji Aszu"
"HUNGARIAN CUISINE","Flavor Affinities"
"HUNGARIAN CUISINE","onions + paprika"
"HUNGARIAN CUISINE","onions + paprika + pork fat"
"HUNGARIAN CUISINE","onions + paprika + sour cream"
"HYSSOP","Taste: bitter"
"HYSSOP","Weight: medium"
"HYSSOP","Volume: strong"
"HYSSOP","beans, green"
"HYSSOP","beef"
"HYSSOP","beets"
"HYSSOP","cabbage"
"HYSSOP","carrots"
"HYSSOP","chicken"
"HYSSOP","cranberries"
"HYSSOP","eggs"
"HYSSOP","fruits"
"HYSSOP","lamb"
"HYSSOP","meats"
"HYSSOP","parsley"
"HYSSOP","pork"
"HYSSOP","rice"
"HYSSOP","rosemary"
"HYSSOP","salads: fruit, green"
"HYSSOP","soups, esp. chicken"
"HYSSOP","stews"
"HYSSOP","thyme"
"HYSSOP","tomatoes"
"HYSSOP","turkey, esp. stuffed and roasted"
"HYSSOP","vegetables"
"HYSSOP","venison"
"INDIAN CUISINE","allspice"
"INDIAN CUISINE","almonds, esp. in desserts"
"INDIAN CUISINE","anise"
"INDIAN CUISINE","breads, in the north"
"INDIAN CUISINE","cardamom"
"INDIAN CUISINE","cauliflower"
"INDIAN CUISINE","chicken"
"INDIAN CUISINE","chile peppers"
"INDIAN CUISINE","cilantro, esp. in the south"
"INDIAN CUISINE","cinnamon"
"INDIAN CUISINE","cloves"
"INDIAN CUISINE","coconut, esp. in the south and/or in desserts"
"INDIAN CUISINE","coriander"
"INDIAN CUISINE","cumin, esp. in the north"
"INDIAN CUISINE","CURRIES"
"INDIAN CUISINE","curry leaf"
"INDIAN CUISINE","eggplant"
"INDIAN CUISINE","fenugreek"
"INDIAN CUISINE","garlic, esp. in the north"
"INDIAN CUISINE","ghee (clarified butter)"
"INDIAN CUISINE","ginger, esp. in the north"
"INDIAN CUISINE","herbs"
"INDIAN CUISINE","lamb"
"INDIAN CUISINE","lentils"
"INDIAN CUISINE","mint"
"INDIAN CUISINE","mustard seeds, esp. in the south"
"INDIAN CUISINE","nutmeg"
"INDIAN CUISINE","oil: canola, grapeseed"
"INDIAN CUISINE","paprika"
"INDIAN CUISINE","peas"
"INDIAN CUISINE","pepper: black, white"
"INDIAN CUISINE","pistachios, esp. in desserts"
"INDIAN CUISINE","poppy seeds"
"INDIAN CUISINE","potatoes"
"INDIAN CUISINE","rice, basmati, esp. in the south"
"INDIAN CUISINE","saffron"
"INDIAN CUISINE","sage"
"INDIAN CUISINE","SPICES"
"INDIAN CUISINE","spinach"
"INDIAN CUISINE","tamarind, esp. in the south"
"INDIAN CUISINE","TOMATOES"
"INDIAN CUISINE","turmeric"
"INDIAN CUISINE","vegetables, esp. in the south"
"INDIAN CUISINE","wheat, esp. in the north"
"INDIAN CUISINE","yogurt"
"INDIAN CUISINE","Flavor Affinities"
"INDIAN CUISINE","cinnamon + cloves + mace + nutmeg"
"INDIAN CUISINE","coriander + cumin + turmeric"
"INDIAN CUISINE","coriander + cumin + yogurt"
"INDIAN CUISINE","cumin + garlic + ginger"
"INDIAN CUISINE","cumin + garlic + yogurt"
"INDIAN CUISINE","garlic + ginger"
"INDIAN CUISINE","garlic + ginger + onion"
"INDIAN CUISINE","potatoes + chili powder + turmeric"
"INDIAN CUISINE","yogurt + fruit"
"INDONESIAN CUISINE","chicken"
"INDONESIAN CUISINE","chile peppers"
"INDONESIAN CUISINE","coconut"
"INDONESIAN CUISINE","coriander"
"INDONESIAN CUISINE","fish"
"INDONESIAN CUISINE","garlic"
"INDONESIAN CUISINE","grilled dishes"
"INDONESIAN CUISINE","lemongrass"
"INDONESIAN CUISINE","molasses"
"INDONESIAN CUISINE","noodles"
"INDONESIAN CUISINE","peanuts"
"INDONESIAN CUISINE","pepper"
"INDONESIAN CUISINE","rice"
"INDONESIAN CUISINE","shellfish"
"INDONESIAN CUISINE","shrimp paste"
"INDONESIAN CUISINE","soy sauce"
"INDONESIAN CUISINE","spices, esp. clove, nutmeg, pepper"
"INDONESIAN CUISINE","stir-fried dishes"
"INDONESIAN CUISINE","sugar, brown"
"INDONESIAN CUISINE","vegetables"
"INDONESIAN CUISINE","Flavor Affinities"
"INDONESIAN CUISINE","chile peppers + peanuts + soy sauce"
"INDONESIAN CUISINE","garlic + peanuts + soy sauce"
"INDONESIAN CUISINE","garlic + soy sauce + brown sugar"
"IRANIAN CUISINE","apricots"
"IRANIAN CUISINE","basil"
"IRANIAN CUISINE","beans"
"IRANIAN CUISINE","chicken"
"IRANIAN CUISINE","cinnamon"
"IRANIAN CUISINE","dates"
"IRANIAN CUISINE","dill"
"IRANIAN CUISINE","duck"
"IRANIAN CUISINE","fish"
"IRANIAN CUISINE","garlic"
"IRANIAN CUISINE","herbs"
"IRANIAN CUISINE","kebabs"
"IRANIAN CUISINE","lamb"
"IRANIAN CUISINE","lime"
"IRANIAN CUISINE","meats"
"IRANIAN CUISINE","mint"
"IRANIAN CUISINE","nuts"
"IRANIAN CUISINE","onions"
